,title,publication_date,location,workload,job_type,company,job_link,keyword
4956,(Senior-) Consultant - Data Management & Strategy - Technology Consulting,10 May 2023,Zurich,100%,Unlimited employment,EY (Ernst & Young AG),https://www.jobs.ch/en/vacancies/detail/39c8f0b2-7846-448d-84d1-7054a71ef1b3/?source=vacancy_search,data manager
4957,(Junior) Data Architect / Data Engineer (w/m/d),03 May 2023,Sempach,100%,Unlimited employment,B. Braun Medical AG,https://www.jobs.ch/en/vacancies/detail/be407fbd-f52c-4445-be88-05be22e22733/?source=vacancy_search,data manager
4958,Head Product Data 80 - 100% (m/w/d),23 May 2023,Muri,5%,Unlimited employment,STOBAG AG,https://www.jobs.ch/en/vacancies/detail/73596546-f2ce-466d-aacf-dadac04c4ea1/?source=vacancy_search,data manager
4959,Technischer Support-Kalkulationssoftware-Metallbau,27 April 2023,Arbon,80% – 100%,Unlimited employment,Forster Profilsysteme AG,https://www.jobs.ch/en/vacancies/detail/63b2b45a-5db9-415d-a32a-02dfc3069e59/?source=vacancy_search,data manager
4960,Data Architect,03 May 2023,Zürich,80% – 100%,Unlimited employment,Digitec,https://www.jobs.ch/en/vacancies/detail/6ffbf24b-bd48-4c1e-bc03-73461c83e4f7/?source=vacancy_search,data architect
4961,Data Architect (w/m/d) Teilzeit/Vollzeit,17 May 2023,Basel,50% – 100%,Unlimited employment,Helvetia Versicherungen,https://www.jobs.ch/en/vacancies/detail/ca317eec-eff1-4e7e-8615-17f79645202b/?source=vacancy_search,data architect
4962,Lead Data Architect (all genders),09 May 2023,Eschen,100%,Unlimited employment,thyssenkrupp Presta AG,https://www.jobs.ch/en/vacancies/detail/c1be3456-8854-4ee4-85ab-e92bffddccc1/?source=vacancy_search,data architect
4963,Data Architect DWH (w/m),12 May 2023,Luzern,80% – 100%,Unlimited employment,CSS Versicherung,https://www.jobs.ch/en/vacancies/detail/47bf3f6f-295d-47ff-8e7b-321cdcb736c4/?source=vacancy_search,data architect
4964,Cloud Data Architect mit Flair für AI,29 April 2023,Bern,80% – 100%,Unlimited employment,ti&m AG,https://www.jobs.ch/en/vacancies/detail/cbf4d577-cf11-4c68-ab29-cdcaebbd6908/?source=vacancy_search,data architect
4965,architecte d'entreprise spécialisé/e en modélisation de données,27 April 2023,Berne,80% – 100%,Unlimited employment,Office fédéral de la douane et de la sécurité des frontières OFDF,https://www.jobs.ch/en/vacancies/detail/d755b87c-6ef4-43d6-b8dd-8fe893894020/?source=vacancy_search,data architect
4966,Data Warehouse Entwickler (m/w/d),19 May 2023,Bern,100%,Freelance,ITech Consult AG,https://www.jobs.ch/en/vacancies/detail/2759ca20-37b2-469d-a0b6-61c126d1c4b8/?source=vacancy_search,data architect
4967,Business Intelligence Specialist / Finanzprojekte mit IT-Bezug (30-100%),11 May 2023,Muri,30% – 100%,Unlimited employment,Spital Muri,https://www.jobs.ch/en/vacancies/detail/e0442c6d-2d69-4af1-b203-a1c14c9acfd2/?source=vacancy_search,data architect
4968,"Senior DWH/BI Entwickler (m/w/d), Zürich, 80-100%",05 May 2023,Zürich,80% – 100%,Unlimited employment,Wincasa AG,https://www.jobs.ch/en/vacancies/detail/7c7bd71d-df84-4854-9d80-f9aa0040bcb2/?source=vacancy_search,data architect
4969,Data Engineer 80-100% (w/m/d),09 May 2023,Basel,80% – 100%,Unlimited employment,MEDGATE,https://www.jobs.ch/en/vacancies/detail/22341759-82e6-45b1-a772-228d9d489649/?source=vacancy_search,data architect
4970,Data Science Architect,15 May 2023,Zürich,100%,Unlimited employment,Viseca Payment Services SA,https://www.jobs.ch/en/vacancies/detail/492d4b60-ad00-43c3-828c-bebb60d5c358/?source=vacancy_search,data architect
4971,Business Intelligence and Datawarehouse Specialist 100% (alle),26 April 2023,Rothenburg,100%,Unlimited employment,Pistor AG,https://www.jobs.ch/en/vacancies/detail/86a0f45d-9df9-4c61-9174-0b4b52135bd6/?source=vacancy_search,data architect
4972,Senior Data Warehouse Engineer 100% (m/w/d),02 May 2023,Glattbrugg,100%,Unlimited employment,UBS Card Center AG,https://www.jobs.ch/en/vacancies/detail/730993cb-8a99-4972-8a1d-d0f8de280f6d/?source=vacancy_search,data architect
4973,(Junior) Data Architect / Data Engineer (w/m/d),03 May 2023,Sempach,100%,Unlimited employment,B. Braun Medical AG,https://www.jobs.ch/en/vacancies/detail/be407fbd-f52c-4445-be88-05be22e22733/?source=vacancy_search,data architect
4974,Teamleader Digital Services & Software Developer 100%,22 May 2023,Lengnau,100%,Unlimited employment,RADO,https://www.jobs.ch/en/vacancies/detail/13cb7821-1d98-4f06-a826-3887b24aea87/?source=vacancy_search,data architect
4975,Solution Architect,24 May 2023,Zürich,100%,Unlimited employment,Synpulse Schweiz AG,https://www.jobs.ch/en/vacancies/detail/84c41b45-c06f-45c9-b64c-e6b4af36079e/?source=vacancy_search,data architect
4976,Solution Architect M365,24 May 2023,Baden,100%,Unlimited employment,Aveniq AG,https://www.jobs.ch/en/vacancies/detail/fbb099e2-d60f-4052-ae44-711fe113c5e7/?source=vacancy_search,data architect
4977,Cloud Solution Architect (all genders),23 May 2023,Eschen,100%,Unlimited employment,thyssenkrupp Presta AG,https://www.jobs.ch/en/vacancies/detail/6be127f5-fe34-45ba-afef-860e53632c31/?source=vacancy_search,data architect
4978,Solution Architect SAP / Microsoft / Cloud (w/m/d) 60-100%,23 May 2023,Basel,60% – 100%,Temporary,ProfiLogic AG,https://www.jobs.ch/en/vacancies/detail/6af5bacd-1cf2-453d-815f-0e2a5e34b1c7/?source=vacancy_search,data architect
4979,Junior Microsoft System Architect,23 May 2023,Burgdorf,100%,Unlimited employment,Avalect Personaldienstleistungen,https://www.jobs.ch/en/vacancies/detail/23271d3e-bdc4-4865-a7c9-b3fe9d68c252/?source=vacancy_search,data architect
4980,Data Architect,03 May 2023,Zürich,80% – 100%,Unlimited employment,Digitec,https://www.jobs.ch/en/vacancies/detail/6ffbf24b-bd48-4c1e-bc03-73461c83e4f7/?source=vacancy_search,data architect
4981,Data Architect (w/m/d) Teilzeit/Vollzeit,17 May 2023,Basel,50% – 100%,Unlimited employment,Helvetia Versicherungen,https://www.jobs.ch/en/vacancies/detail/ca317eec-eff1-4e7e-8615-17f79645202b/?source=vacancy_search,data architect
4982,Lead Data Architect (all genders),09 May 2023,Eschen,100%,Unlimited employment,thyssenkrupp Presta AG,https://www.jobs.ch/en/vacancies/detail/c1be3456-8854-4ee4-85ab-e92bffddccc1/?source=vacancy_search,data architect
